ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_Rating,Cost_of_the_Product,Prior_purchases,Order_Priority,Gender,Discount,Weight_in_grams,Arrived_on_schedule,Order_Date,Time
3256,B,Ship,5,5,135,4,medium,Female,7,5765,1,20-07-2022,14:03:36
3257,C,Ship,5,2,137,3,low,Male,6,4883,0,23-08-2022,0:07:45
3258,F,Ship,4,2,222,3,high,Female,9,5337,0,08-08-2022,8:46:56
3259,D,Ship,5,1,246,3,medium,Female,10,4078,1,24-12-2022,7:30:17
3260,F,Ship,3,3,202,3,medium,Female,8,5486,1,16-05-2022,9:38:21
3261,A,Ship,4,5,273,3,low,Female,1,5043,1,19-11-2022,22:39:09
3262,B,Road,5,1,248,2,low,Female,9,5881,1,01-01-2022,14:47:56
3263,C,Road,4,4,199,4,medium,Female,5,4194,0,14-12-2022,12:18:22
3264,F,Road,4,3,209,3,medium,Male,7,4104,1,21-11-2022,18:24:35
3265,D,Road,4,5,216,2,low,Male,2,4905,0,10-12-2022,17:20:00
3266,F,Road,4,2,227,3,low,Male,2,4318,1,28-08-2022,9:40:36
3267,A,Road,3,1,216,4,medium,Female,4,4416,0,11-12-2022,14:24:19
3268,B,Road,2,3,242,2,medium,Female,1,5892,1,15-03-2022,14:08:08
3269,C,Road,5,4,217,3,medium,Female,8,4949,1,23-09-2022,10:09:03
3270,F,Road,2,2,160,3,medium,Female,9,4613,0,27-12-2022,17:14:24
3271,D,Road,5,3,141,2,medium,Male,4,5257,0,21-12-2022,11:23:05
3272,F,Road,5,4,263,2,medium,Female,5,4595,0,26-04-2022,22:51:05
3273,A,Road,5,4,171,4,low,Male,7,5359,1,22-05-2022,21:19:41
3274,B,Road,3,5,195,2,low,Female,4,4864,0,07-07-2022,17:16:39
3275,C,Road,3,5,237,3,low,Male,4,5561,1,22-05-2022,17:45:32
3276,F,Road,2,5,241,4,low,Female,4,5693,1,09-12-2022,21:17:43
3277,D,Road,3,4,134,3,medium,Female,9,4230,1,30-10-2022,14:08:39
3278,F,Road,5,5,156,3,low,Female,5,5398,1,18-08-2022,18:44:27
3279,A,Road,3,4,211,2,low,Male,6,6000,0,26-07-2022,22:42:46
3280,B,Road,3,2,243,2,low,Female,5,4769,0,09-10-2022,12:00:53
3281,C,Road,4,3,196,2,medium,Female,7,4116,1,09-04-2022,22:57:23
3282,F,Road,3,3,242,2,medium,Female,7,4960,0,21-02-2022,15:30:39
3283,D,Road,3,4,175,3,low,Female,3,4449,0,26-09-2022,9:51:43
3284,F,Flight,2,2,155,3,low,Male,1,5154,0,18-09-2022,14:29:17
3285,A,Flight,4,1,200,2,low,Female,9,4808,1,21-04-2022,13:56:43
3286,B,Flight,3,3,191,3,low,Male,4,4586,0,29-10-2022,10:32:33
3287,C,Flight,4,5,221,3,low,Female,6,5895,0,23-07-2022,15:48:01
3288,F,Flight,3,1,135,3,low,Male,9,4511,0,24-04-2022,13:25:13
3289,D,Flight,3,2,152,4,medium,Female,7,5943,1,11-09-2022,14:59:00
3290,F,Flight,2,5,172,2,low,Male,7,4649,0,12-10-2022,11:00:02
3291,A,Flight,5,2,253,2,high,Female,2,5643,1,06-07-2022,19:27:45
3292,B,Flight,5,1,270,2,high,Male,10,5360,0,04-03-2022,15:18:06
3293,C,Flight,2,4,139,4,high,Male,3,5041,0,21-09-2022,14:05:09
3294,F,Flight,5,2,257,4,medium,Male,9,5088,0,11-05-2022,13:14:01
3295,D,Flight,4,1,155,3,low,Female,5,4283,1,16-09-2022,11:15:53
3296,F,Flight,3,5,125,2,low,Male,5,4933,1,15-05-2022,14:16:57
3297,A,Flight,5,4,233,2,low,Female,7,4597,1,12-11-2022,11:41:14
3298,B,Flight,3,3,205,2,medium,Male,6,4989,1,10-05-2022,12:34:52
3299,C,Flight,5,4,243,3,medium,Male,4,4420,1,27-11-2022,20:47:15
3300,F,Flight,4,4,208,3,low,Female,10,4919,0,17-10-2022,19:26:51
3301,D,Flight,3,1,230,3,medium,Female,6,4392,0,03-10-2022,19:59:55
3302,F,Flight,4,5,205,3,medium,Male,5,4949,1,03-09-2022,15:16:00
3303,A,Flight,3,4,170,2,low,Female,2,5664,0,10-06-2022,14:55:25
3304,B,Flight,4,2,222,2,medium,Male,5,4268,0,02-07-2022,22:03:07
3305,C,Flight,5,4,186,2,low,Male,3,4213,0,09-10-2022,13:22:37
3306,F,Ship,5,1,208,2,low,Female,8,5218,0,02-09-2022,21:33:35
3307,D,Ship,4,3,223,3,medium,Female,9,5897,0,09-09-2022,15:14:31
3308,F,Ship,5,3,154,2,medium,Male,8,4006,0,13-09-2022,21:16:20
3309,A,Ship,5,3,235,4,medium,Female,10,4011,0,08-10-2022,10:51:40
3310,B,Ship,4,3,271,3,medium,Male,1,4137,0,28-07-2022,21:49:59
3311,C,Ship,4,5,250,3,low,Female,2,5206,0,30-12-2022,22:04:20
3312,F,Ship,4,2,206,2,medium,Male,4,5159,0,02-11-2022,12:57:27
3313,D,Ship,3,1,153,3,low,Male,10,5121,1,18-09-2022,8:21:28
3314,F,Ship,4,4,212,2,medium,Female,6,4117,1,08-09-2022,12:49:53
3315,A,Ship,6,4,168,2,high,Male,6,5686,0,12-12-2022,14:02:57
3316,B,Ship,3,1,171,2,low,Male,10,5379,1,27-06-2022,5:27:14
3317,C,Ship,3,5,132,2,low,Male,10,4462,1,15-11-2022,15:23:30
3318,F,Ship,5,3,141,3,low,Male,9,4857,0,10-11-2022,9:18:48
3319,D,Ship,3,2,254,2,low,Male,1,4334,0,19-01-2022,10:17:42
3320,F,Ship,4,4,159,2,medium,Female,6,5221,0,15-03-2022,10:32:33
3321,A,Ship,2,4,194,2,low,Female,4,4803,1,10-03-2022,21:58:51
3322,B,Ship,4,3,178,6,low,Male,6,4203,0,28-08-2022,16:50:55
3323,C,Ship,3,4,151,3,low,Male,2,5712,1,01-03-2022,13:05:08
3324,F,Ship,5,1,244,2,low,Female,5,4125,1,25-10-2022,12:25:23
3325,D,Ship,3,2,237,3,low,Male,8,5287,1,27-07-2022,23:06:37
3326,F,Ship,3,1,241,3,medium,Male,9,5184,0,24-04-2022,23:44:45
3327,A,Ship,4,2,156,3,low,Male,3,5923,0,03-12-2022,10:01:19
3328,B,Ship,4,3,243,3,medium,Male,1,5021,0,19-03-2022,16:58:22
3329,C,Ship,5,5,219,2,medium,Male,4,4289,0,17-06-2022,13:43:55
3330,F,Ship,4,5,168,2,high,Male,2,5776,0,18-02-2022,13:13:13
3331,D,Ship,6,3,224,6,high,Male,8,5661,0,19-09-2022,17:38:38
3332,F,Ship,4,4,216,2,medium,Male,2,5840,1,09-07-2022,18:27:41
3333,A,Ship,3,1,187,5,low,Female,6,4698,0,21-04-2022,20:28:12
3334,B,Ship,5,3,204,3,high,Female,1,4037,1,12-08-2022,12:39:57
3335,C,Ship,6,5,266,5,low,Male,10,4140,0,25-05-2022,22:21:48
3336,F,Ship,3,4,179,2,low,Female,2,4931,1,18-07-2022,7:17:50
3337,D,Ship,3,4,184,3,low,Male,10,4776,0,28-10-2022,20:08:36
3338,F,Ship,6,2,204,4,medium,Female,2,4431,0,15-11-2022,11:19:37
3339,A,Ship,3,4,255,2,medium,Female,7,4332,1,16-12-2022,21:17:17
3340,B,Ship,4,1,272,2,medium,Female,5,5252,0,13-08-2022,12:50:33
3341,C,Ship,4,3,186,2,low,Male,7,4947,1,30-05-2022,17:06:39
3342,F,Ship,5,4,147,4,medium,Male,6,4369,0,08-11-2022,10:25:10
3343,D,Ship,3,4,145,3,medium,Male,4,5361,1,07-12-2022,14:31:46
3344,F,Ship,5,1,255,3,medium,Female,6,5715,0,06-08-2022,1:03:08
3345,A,Ship,3,4,133,2,low,Female,7,4663,0,22-06-2022,17:30:02
3346,B,Ship,4,1,155,4,low,Female,1,4985,0,17-04-2022,5:56:03
3347,C,Ship,4,5,151,4,medium,Male,10,4796,0,09-09-2022,23:06:31
3348,F,Ship,4,2,270,2,high,Female,3,4914,1,30-10-2022,9:31:54
3349,D,Ship,3,1,234,4,high,Male,6,4942,0,16-05-2022,4:35:22
3350,F,Ship,3,5,186,2,medium,Male,4,4352,0,16-08-2022,15:19:06
3351,A,Ship,4,5,157,2,medium,Male,6,5937,0,16-09-2022,16:47:33
3352,B,Ship,4,4,268,3,low,Male,7,5947,0,18-08-2022,17:47:36
3353,C,Ship,4,3,244,2,low,Male,10,4486,1,24-04-2022,20:58:59
3354,F,Ship,4,5,190,3,low,Male,2,4554,0,13-05-2022,18:02:41
3355,D,Ship,4,4,161,4,low,Male,5,5038,0,27-10-2022,10:36:44
3356,F,Ship,2,4,162,3,high,Female,2,5893,1,25-04-2022,21:45:35
3357,A,Ship,4,3,163,8,medium,Female,6,5739,0,10-01-2022,23:51:07
3358,B,Ship,3,3,211,6,low,Male,5,5777,1,29-07-2022,15:45:23
3359,C,Ship,3,4,205,8,medium,Male,1,4977,1,23-07-2022,14:27:37
3360,F,Ship,3,5,150,3,medium,Female,4,4442,1,18-12-2022,12:23:46
3361,D,Ship,2,5,209,5,medium,Female,10,4623,1,12-10-2022,15:20:54
3362,F,Ship,5,2,250,3,medium,Female,6,5298,0,15-05-2022,17:42:38
3363,A,Ship,3,2,206,3,high,Female,1,4431,1,30-12-2022,15:08:21
3364,B,Ship,5,2,244,3,low,Male,2,4198,0,27-05-2022,18:21:21
3365,C,Ship,2,1,180,3,low,Male,2,4615,1,26-07-2022,9:12:56
3366,F,Ship,4,4,256,3,medium,Male,1,5784,1,30-12-2022,18:38:27
3367,D,Ship,5,4,273,3,medium,Female,2,5672,1,25-08-2022,19:10:41
3368,F,Ship,4,1,178,8,medium,Female,6,4872,0,07-05-2022,13:45:44
3369,A,Ship,4,2,296,2,medium,Female,2,1233,0,12-10-2022,20:30:43
3370,B,Ship,3,3,249,5,medium,Female,9,1752,0,09-11-2022,11:38:37
3371,C,Ship,4,5,151,4,medium,Male,3,5470,0,03-09-2022,13:35:33
3372,F,Ship,4,3,270,2,high,Female,5,5346,0,10-07-2022,17:49:08
3373,D,Ship,3,2,234,4,high,Female,7,4568,1,10-10-2022,13:45:22
3374,F,Ship,3,4,186,2,medium,Female,9,5841,0,08-05-2022,19:32:00
3375,A,Ship,4,1,157,2,medium,Male,3,5801,0,07-10-2022,13:28:30
3376,B,Ship,4,2,268,3,low,Female,3,5488,1,17-08-2022,14:07:42
3377,C,Ship,4,1,244,2,low,Female,3,4644,1,10-08-2022,15:13:12
3378,F,Ship,4,4,190,3,low,Male,2,4800,0,10-02-2022,9:49:07
3379,D,Ship,4,2,161,4,low,Female,10,5322,0,08-09-2022,11:42:18
3380,F,Ship,2,2,162,3,high,Male,10,4489,1,21-04-2022,18:35:19
3381,A,Ship,4,1,163,8,medium,Female,9,5489,1,13-02-2022,7:46:02
3382,B,Ship,3,2,211,6,low,Female,2,4417,0,15-09-2022,11:05:16
3383,C,Ship,3,4,205,8,medium,Female,5,4869,1,17-09-2022,21:09:46
3384,F,Ship,3,3,150,3,medium,Male,4,5536,0,13-07-2022,14:01:21
3385,D,Ship,2,5,209,5,medium,Female,9,5565,0,13-03-2022,12:02:03
3386,F,Ship,5,3,250,3,medium,Male,4,4343,0,08-03-2022,14:14:16
3387,A,Ship,3,1,206,3,high,Female,8,4763,1,10-09-2022,22:48:52
3388,B,Ship,5,5,244,3,low,Male,9,5695,0,04-11-2022,14:49:43
3389,C,Ship,2,2,180,3,low,Male,2,5033,1,04-10-2022,18:40:03
3390,F,Ship,4,5,256,3,medium,Male,10,4504,1,02-09-2022,17:51:14
3391,D,Ship,5,4,273,3,medium,Male,6,4044,1,25-04-2022,12:44:35
3392,F,Ship,4,2,178,8,medium,Male,5,4120,1,28-04-2022,23:52:10
3393,A,Ship,4,3,296,2,medium,Female,9,1523,1,15-06-2022,23:32:57
3394,B,Ship,4,2,275,6,medium,Male,2,1712,1,16-11-2022,12:18:45
3395,C,Ship,5,5,270,3,low,Male,2,4351,1,19-08-2022,19:43:38
3396,F,Ship,6,5,224,4,medium,Male,6,4616,0,07-11-2022,23:05:59
3397,D,Ship,2,4,172,5,low,Male,4,4668,0,05-08-2022,9:02:40
3398,F,Ship,4,4,176,3,low,Female,1,4774,0,30-01-2022,12:02:07
3399,A,Road,6,2,240,4,low,Male,9,4099,0,01-12-2022,17:03:07
3400,B,Road,3,4,213,3,low,Female,5,4535,1,11-06-2022,16:47:03
3401,C,Road,4,2,197,3,low,Female,2,5707,0,01-11-2022,23:24:08
3402,F,Road,4,5,167,2,low,Female,7,4289,1,11-08-2022,19:18:20
3403,D,Road,5,1,180,3,low,Female,2,5013,1,27-06-2022,10:02:59
3404,F,Road,3,1,119,2,low,Female,10,4146,1,29-12-2022,15:28:28
3405,A,Road,5,5,232,4,low,Male,3,5447,0,10-02-2022,9:30:28
3406,B,Road,3,5,139,2,medium,Male,7,5536,0,02-09-2022,11:23:53
3407,C,Road,3,2,272,3,low,Male,2,4459,1,08-04-2022,15:52:49
3408,F,Road,3,2,253,3,low,Female,7,4915,0,25-07-2022,23:52:56
3409,D,Road,3,2,188,3,low,Male,4,5376,0,27-11-2022,7:18:36
3410,F,Road,3,4,202,3,medium,Male,5,5169,0,24-05-2022,18:14:34
3411,A,Road,3,1,134,3,low,Female,7,5802,1,18-12-2022,14:24:33
3412,B,Road,3,5,110,3,medium,Male,3,4252,1,12-10-2022,13:55:51
3413,C,Road,3,2,172,2,low,Female,9,4532,1,14-11-2022,17:59:38
3414,F,Road,3,1,188,3,low,Male,3,4222,0,10-12-2022,0:33:50
3415,D,Road,3,1,258,4,medium,Female,6,5365,1,21-10-2022,19:03:23
3416,F,Road,5,3,234,3,low,Male,10,5673,0,07-08-2022,23:03:51
3417,A,Road,3,4,148,4,medium,Female,9,5301,0,20-05-2022,20:09:00
3418,B,Road,5,3,194,4,low,Female,2,5396,0,27-07-2022,16:58:06
3419,C,Road,4,4,266,3,medium,Female,2,5413,1,16-11-2022,20:02:31
3420,F,Road,5,5,158,3,medium,Male,7,5559,1,02-10-2022,14:02:44
3421,D,Flight,5,1,228,2,high,Male,6,4984,1,20-09-2022,14:42:04
3422,F,Flight,4,5,159,2,low,Male,1,5671,0,16-05-2022,17:48:36
3423,A,Flight,3,4,255,4,low,Male,10,4107,0,16-06-2022,13:25:36
3424,B,Flight,3,4,213,3,low,Female,4,5481,1,14-10-2022,21:15:35
3425,C,Flight,3,4,148,2,low,Female,5,4693,1,30-11-2022,16:59:19
3426,F,Flight,4,5,219,3,medium,Male,6,5957,1,09-07-2022,20:42:32
3427,D,Flight,3,5,168,5,medium,Male,9,5731,1,15-02-2022,11:28:58
3428,F,Flight,4,3,148,5,medium,Female,6,4802,0,25-03-2022,16:46:13
3429,A,Flight,3,4,149,3,low,Female,5,5467,0,14-12-2022,17:24:47
3430,B,Flight,3,5,245,6,high,Male,9,4793,0,30-07-2022,16:57:33
3431,C,Flight,3,1,200,2,medium,Male,10,5178,1,11-04-2022,17:46:35
3432,F,Flight,3,1,228,3,medium,Male,9,5530,0,15-07-2022,18:48:15
3433,D,Flight,4,1,175,4,low,Male,2,4053,0,26-06-2022,9:28:49
3434,F,Flight,3,3,201,3,low,Male,9,5895,1,02-06-2022,22:30:18
3435,A,Flight,4,3,267,4,low,Male,7,5140,0,08-07-2022,17:01:33
3436,B,Flight,3,4,217,2,medium,Female,9,5450,0,30-07-2022,11:22:32
3437,C,Flight,2,3,160,2,high,Male,3,4409,0,10-10-2022,18:08:15
3438,F,Flight,4,4,264,3,low,Female,2,4279,1,14-12-2022,10:15:23
3439,D,Flight,3,1,179,3,high,Male,5,5898,1,24-04-2022,11:56:51
3440,F,Flight,4,5,259,3,medium,Male,10,4921,1,23-10-2022,17:05:29
3441,A,Flight,4,5,178,2,high,Male,5,5403,0,25-04-2022,12:47:46
3442,B,Flight,3,2,242,5,medium,Male,6,4694,0,12-06-2022,4:13:58
3443,C,Ship,4,4,235,2,low,Male,4,5671,0,14-12-2022,13:19:06
3444,F,Ship,4,1,247,2,medium,Female,7,5098,0,23-12-2022,17:22:23
3445,D,Ship,2,2,240,5,low,Male,7,4138,1,16-01-2022,14:55:52
3446,F,Ship,3,1,252,2,low,Male,4,5559,0,27-02-2022,7:11:08
3447,A,Ship,5,4,237,2,low,Male,8,5600,1,10-05-2022,16:40:15
3448,B,Ship,4,2,161,3,low,Female,4,5947,0,30-06-2022,16:33:23
3449,C,Ship,2,3,144,4,low,Female,10,4075,0,29-05-2022,12:43:18
3450,F,Ship,4,1,163,4,medium,Male,2,5432,1,01-12-2022,11:28:05
3451,D,Ship,4,3,246,3,low,Female,5,5118,0,11-09-2022,10:45:45
3452,F,Ship,3,2,213,3,medium,Male,10,5993,1,30-05-2022,22:01:02
3453,A,Ship,5,1,123,2,low,Female,9,5497,0,30-06-2022,20:52:02
3454,B,Ship,4,3,192,3,low,Male,1,4045,1,25-05-2022,0:11:01
3455,C,Ship,4,4,149,3,low,Female,8,5658,1,19-10-2022,16:10:55
3456,F,Ship,5,3,206,4,high,Female,1,4583,0,27-12-2022,11:19:27
3457,D,Ship,6,4,243,6,low,Male,8,5218,0,23-09-2022,16:53:07
3458,F,Ship,4,5,136,3,low,Female,1,4585,1,11-11-2022,23:30:33
3459,A,Ship,4,1,170,2,medium,Female,5,5182,0,06-08-2022,22:02:37
3460,B,Ship,2,4,180,2,low,Female,8,4321,1,07-12-2022,22:26:43
3461,C,Ship,3,5,220,2,low,Female,1,5663,0,27-04-2022,22:23:47
3462,F,Ship,3,3,144,2,low,Male,6,5994,1,09-06-2022,17:03:01
3463,D,Ship,3,4,271,2,medium,Male,6,4218,0,27-08-2022,9:50:14
3464,F,Ship,4,4,186,2,medium,Female,9,4887,1,08-10-2022,10:06:43
3465,A,Ship,2,5,247,4,medium,Male,4,5255,1,25-05-2022,16:23:48
3466,B,Ship,4,4,202,3,medium,Male,2,4299,1,08-11-2022,17:41:10
3467,C,Ship,4,3,143,3,medium,Female,3,5062,1,26-09-2022,14:04:20
3468,F,Ship,3,1,180,3,low,Female,10,5633,0,16-04-2022,17:42:52
3469,D,Ship,4,5,221,3,medium,Female,3,4430,1,24-04-2022,23:32:55
3470,F,Ship,4,3,173,3,low,Female,7,4810,1,28-08-2022,15:11:27
3471,A,Ship,2,5,107,3,medium,Male,2,4853,0,22-11-2022,21:26:03
3472,B,Ship,3,4,259,2,medium,Female,3,4154,1,24-04-2022,10:26:27
3473,C,Ship,5,4,134,3,medium,Male,4,4908,0,04-11-2022,17:01:32
3474,F,Ship,3,2,204,4,low,Male,4,4745,0,11-09-2022,8:54:56
3475,D,Ship,2,2,161,5,medium,Male,3,4138,0,24-02-2022,18:23:30
3476,F,Ship,6,4,100,5,low,Female,7,5668,1,24-04-2022,20:40:42
3477,A,Ship,5,2,260,4,medium,Female,3,5890,0,14-10-2022,12:52:00
3478,B,Ship,5,2,196,3,low,Female,4,4271,0,13-07-2022,16:49:46
3479,C,Ship,5,2,260,3,low,Male,1,4799,1,02-04-2022,22:46:35
3480,F,Ship,3,1,193,4,low,Male,5,4700,0,13-05-2022,21:46:59
3481,D,Ship,4,1,258,3,medium,Male,7,4159,0,06-12-2022,13:02:23
3482,F,Ship,4,3,254,4,low,Male,9,4492,0,19-09-2022,16:12:10
3483,A,Ship,3,5,216,4,low,Female,3,4934,0,26-11-2022,22:55:05
3484,B,Ship,4,1,273,3,low,Female,5,5323,0,01-05-2022,9:54:59
3485,C,Ship,4,4,223,4,low,Male,1,4219,0,22-01-2022,19:25:14
3486,F,Ship,4,1,182,2,medium,Female,10,5638,0,08-05-2022,10:40:42
3487,D,Ship,3,4,201,3,low,Female,6,5722,1,10-09-2022,21:32:22
3488,F,Ship,4,3,249,3,medium,Female,6,5657,1,25-09-2022,22:13:57
3489,A,Ship,5,4,152,3,low,Male,1,5314,1,03-03-2022,11:51:41
3490,B,Ship,3,1,244,4,medium,Male,6,4734,1,09-11-2022,20:07:05
3491,C,Ship,3,1,256,4,medium,Female,3,4398,1,03-12-2022,23:50:26
3492,F,Ship,4,2,223,3,medium,Male,3,5121,0,15-09-2022,9:48:06
3493,D,Ship,3,2,185,2,high,Female,3,4816,1,27-07-2022,17:18:21
3494,F,Ship,3,1,166,3,medium,Male,9,4410,0,18-10-2022,17:55:19
3495,A,Ship,3,4,113,3,medium,Male,1,5765,1,14-09-2022,22:10:20
3496,B,Ship,4,1,134,2,medium,Female,7,5967,0,10-05-2022,22:39:19
3497,C,Ship,4,3,228,2,high,Female,4,4719,1,27-11-2022,18:50:06
3498,F,Ship,3,4,204,2,low,Female,10,5844,1,01-12-2022,11:48:22
3499,D,Ship,3,1,152,2,medium,Female,2,4136,0,07-10-2022,8:57:05
3500,F,Ship,3,2,195,2,medium,Male,9,5779,1,10-10-2022,18:08:28
3501,A,Ship,4,2,192,6,high,Female,3,5173,0,27-04-2022,15:06:28
3502,B,Ship,4,2,247,3,medium,Male,8,4977,0,08-03-2022,21:27:38
3503,C,Ship,3,1,135,2,medium,Male,2,4163,0,03-06-2022,13:28:41
3504,F,Ship,4,2,209,2,medium,Female,1,5337,0,11-08-2022,23:27:52
3505,D,Ship,2,4,173,2,low,Male,1,4721,0,09-04-2022,0:26:50
3506,F,Ship,4,4,222,2,low,Male,5,5660,0,14-07-2022,18:30:46
3507,A,Ship,4,3,192,3,medium,Female,10,4086,1,27-09-2022,5:57:39
3508,B,Ship,3,5,206,3,medium,Female,6,5618,0,26-04-2022,20:04:57
3509,C,Ship,3,3,275,4,medium,Male,6,4687,1,16-06-2022,14:19:32
3510,F,Ship,2,3,192,3,medium,Female,8,5787,1,04-03-2022,9:47:00
3511,D,Ship,6,3,121,3,medium,Female,10,5208,0,23-10-2022,17:36:41
3512,F,Ship,4,2,177,3,low,Male,8,4904,0,04-12-2022,9:51:23
3513,A,Ship,3,1,243,3,low,Female,2,4989,0,11-10-2022,0:04:07
3514,B,Ship,3,2,262,4,low,Male,1,4745,1,05-07-2022,20:43:58
3515,C,Ship,2,4,189,3,low,Male,3,5897,1,24-04-2022,21:04:24
3516,F,Ship,5,4,178,2,low,Female,4,5307,0,06-03-2022,13:12:24
3517,D,Ship,3,4,232,3,medium,Female,1,4228,1,08-12-2022,21:36:23
3518,F,Ship,4,5,254,3,low,Male,1,4377,1,15-12-2022,16:34:04
3519,A,Ship,3,1,148,2,medium,Male,5,4082,1,07-08-2022,22:03:42
3520,B,Ship,4,3,253,4,high,Male,4,4868,1,12-10-2022,12:51:41
3521,C,Ship,4,5,223,3,medium,Female,9,5279,1,17-05-2022,19:22:11
3522,F,Ship,2,2,190,2,medium,Male,7,4075,0,13-03-2022,13:24:24
3523,D,Ship,5,3,181,4,low,Female,2,5332,0,27-11-2022,17:32:01
3524,F,Ship,2,3,226,3,low,Male,8,5119,0,26-04-2022,21:02:09
3525,A,Ship,3,4,182,2,medium,Male,8,4883,0,13-09-2022,13:19:27
3526,B,Ship,2,4,191,3,medium,Female,6,4119,0,15-11-2022,9:01:23
3527,C,Ship,3,1,223,4,low,Male,1,4195,0,10-05-2022,20:47:02
3528,F,Ship,4,5,274,3,medium,Male,4,4521,0,22-04-2022,11:04:05
3529,D,Ship,4,4,218,2,low,Male,9,5637,0,21-11-2022,19:10:44
3530,F,Ship,3,5,197,3,low,Male,3,5658,0,01-11-2022,21:27:25
3531,A,Ship,4,2,137,3,low,Female,6,5271,0,25-07-2022,15:45:53
3532,B,Ship,2,1,163,3,low,Female,3,5873,1,22-10-2022,11:05:14
3533,C,Ship,4,4,218,4,low,Male,6,4377,1,23-02-2022,22:19:48
3534,F,Ship,5,1,245,3,low,Male,6,4343,1,26-03-2022,23:32:04
3535,D,Ship,3,5,181,2,medium,Male,2,4089,0,07-05-2022,12:47:29
3536,F,Road,6,3,222,5,high,Female,2,4612,0,20-08-2022,10:45:27
3537,A,Road,4,5,259,2,low,Male,7,4390,1,18-07-2022,14:09:17
3538,B,Road,3,4,157,3,medium,Female,6,5398,1,14-12-2022,13:28:44
3539,C,Road,4,3,137,3,medium,Female,10,4820,1,19-06-2022,21:24:05
3540,F,Road,3,3,242,3,low,Female,8,4199,0,24-07-2022,22:16:25
3541,D,Road,4,5,154,4,medium,Male,7,4938,0,16-12-2022,9:46:00
3542,F,Road,3,2,150,2,low,Female,3,4174,0,02-08-2022,10:06:20
3543,A,Road,5,3,174,3,medium,Female,7,5510,1,15-05-2022,10:46:21
3544,B,Road,5,5,265,3,high,Female,3,5837,1,21-09-2022,1:04:55
3545,C,Road,3,4,248,4,medium,Male,8,4540,0,11-07-2022,13:32:41
3546,F,Road,4,3,186,3,low,Male,7,5156,1,13-10-2022,21:17:39
3547,D,Road,4,2,152,3,medium,Male,6,5764,1,04-08-2022,23:28:25
3548,F,Road,3,3,163,3,medium,Male,2,5791,1,24-01-2022,21:38:09
3549,A,Road,4,5,168,4,medium,Male,5,5735,1,02-09-2022,11:15:28
3550,B,Road,4,3,102,3,medium,Female,3,4845,1,14-08-2022,17:51:38
3551,C,Road,3,1,169,2,medium,Female,1,4783,1,16-07-2022,13:16:45
3552,F,Road,6,1,163,4,high,Male,3,4031,1,07-05-2022,21:34:52
3553,D,Road,2,1,154,3,medium,Female,4,5100,0,26-02-2022,18:04:37
3554,F,Road,3,5,271,2,low,Female,3,4878,0,11-06-2022,14:01:09
3555,A,Road,3,4,182,3,medium,Female,7,5409,1,28-02-2022,22:39:37
3556,B,Road,4,1,173,3,low,Female,5,5232,0,29-09-2022,18:43:21
3557,C,Road,5,2,244,2,low,Male,10,5696,0,30-06-2022,9:43:45
3558,F,Flight,4,5,214,2,low,Male,8,4512,0,21-05-2022,22:44:31
3559,D,Flight,4,4,210,2,high,Male,6,4076,0,12-10-2022,10:10:25
3560,F,Flight,5,3,194,7,medium,Female,10,5700,0,14-10-2022,11:49:17
3561,A,Flight,4,3,185,10,high,Female,7,4818,1,13-05-2022,12:10:48
3562,B,Flight,3,3,121,2,low,Male,10,5130,1,12-03-2022,12:25:26
3563,C,Flight,3,1,203,3,medium,Female,3,4137,0,26-06-2022,18:19:42
3564,F,Flight,2,5,134,10,high,Male,8,5472,0,10-02-2022,18:26:59
3565,D,Flight,3,3,263,3,medium,Female,9,5665,1,07-10-2022,17:52:27
3566,F,Flight,5,1,279,8,low,Female,6,5888,1,26-09-2022,15:16:34
3567,A,Flight,4,5,222,3,low,Female,5,5584,0,03-03-2022,15:57:22
3568,B,Flight,4,1,233,2,low,Male,9,4799,1,12-08-2022,20:41:50
3569,C,Flight,4,4,271,3,low,Male,3,4152,0,22-10-2022,16:07:51
3570,F,Flight,3,4,118,4,low,Male,6,5964,0,04-12-2022,15:30:14
3571,D,Flight,3,4,183,2,low,Male,5,4261,1,25-10-2022,17:27:43
3572,F,Flight,3,4,217,3,low,Female,5,4077,0,11-05-2022,8:05:57
3573,A,Flight,3,5,245,10,medium,Male,8,4909,1,03-12-2022,15:38:39
3574,B,Flight,3,4,143,4,medium,Male,5,5545,1,27-01-2022,21:30:42
3575,C,Flight,3,3,149,3,medium,Female,3,4189,0,13-08-2022,0:18:48
3576,F,Flight,4,5,275,6,medium,Male,10,1400,1,24-12-2022,11:41:24
3577,D,Flight,4,5,168,4,medium,Female,4,4776,1,16-09-2022,1:48:45
3578,F,Flight,4,1,102,3,medium,Male,3,4179,0,18-05-2022,12:11:33
3579,A,Flight,3,2,169,2,medium,Female,10,4038,1,20-12-2022,11:29:16
3580,B,Ship,6,5,163,4,high,Male,3,5118,1,25-10-2022,10:04:01
3581,C,Ship,2,3,154,3,medium,Male,3,4478,0,18-07-2022,18:19:55
3582,F,Ship,3,3,271,2,low,Female,8,4444,1,08-09-2022,23:24:43
3583,D,Ship,3,4,182,3,medium,Female,2,5281,1,02-01-2022,10:25:22
3584,F,Ship,4,5,173,3,low,Female,7,4410,0,30-05-2022,18:28:14
